adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,decade
False,/b7QjZbmKj2wLnKlqwHTXP0GKjzB.jpg,"[27, 53, 9648]",13788,en,The Unborn,A young woman fights the spirit that is slowly taking possession of her.,4.1535,/42H2aaD5UubsHyWt6zfrFMRP8y1.jpg,2009-01-09,The Unborn,False,5.2,1399,2000s
False,/8D3dBwSoPSGWRusbTYS8oR1tAu9.jpg,"[35, 14]",7278,en,Meet the Spartans,"The heroic Leonidas, armed with nothing but leather underwear and a cape, leads a ragtag group of thirteen Spartans to defend their homeland against the invading Persians (whose ranks include Ghost Rider, Rocky Balboa, the Transformers, and a hunchbacked Paris Hilton). No one is safe when the Spartans take on the biggest icons in pop culture!",4.1319,/DWQOjAPvM8Kk1Qp3Xq0zae0Z6w.jpg,2008-01-24,Meet the Spartans,False,4.1,1781,2000s
False,/tukmcuDcTgFesqveQQWKhKXKEzg.jpg,"[10749, 35]",9767,en,The Break-Up,"Pushed to the breaking-up point after their latest 'why can't you do this one little thing for me?' argument, Brooke calls it quits with her boyfriend Gary. What follows is a hilarious series of remedies, war tactics, overtures and undermining tricks – all encouraged by the former couple's friends and confidantes …and the occasional total stranger! When neither ex is willing to move out of their shared apartment, the only solution is to continue living as hostile roommates until one of them reaches breaking point.",4.1304,/ghCLIPRZNAndBoIZJ8f7lN5Mlly.jpg,2006-06-01,The Break-Up,False,5.902,2767,2000s
False,/xrziJc1RpB5ZI0FYvm4ALxZ6Hi2.jpg,"[35, 10749, 878, 9648]",8859,en,"Dude, Where's My Car?",Two stoners wake up after a night of partying and cannot remember where they parked their car.,4.1177,/A5FBQplPsSVVvdYn4NHgtWYF8un.jpg,2000-12-15,"Dude, Where's My Car?",False,5.543,1992,2000s
False,/xleIwr1wUlWqvFHaU1PItf0YLrZ.jpg,"[18, 10402]",786,en,Almost Famous,"In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater.",4.1003,/3rrkyLYbgLj84AYvjhdcJot4JPx.jpg,2000-09-15,Almost Famous,False,7.498,2983,2000s
False,/mWXU29QjfjEG37d0c2hE11MWRGq.jpg,"[28, 12, 18]",11866,en,Flight of the Phoenix,"When an oil rig in the Gobi Desert of Mongolia proves unproductive, an aircraft crew are sent to shut the operation down and fly them out. On the flight out over the desert on the way to Beijing, Capt. Frank Towns and co-pilot A.J. are unable to keep their cargo plane, a C-119 Flying Boxcar, in the air when a violent sandstorm strikes. Crash-landing in a remote uncharted part of the desert, the two pilots and their passengers -- a crew of oil workers and a drifter -- must work together to survive by rebuilding the aircraft. Soon, low supplies and a band of merciless smugglers add even greater urgency to their task.",4.0963,/pcj6unMsKCw0ogWFlUXmbc9gKap.jpg,2004-12-17,Flight of the Phoenix,False,6.001,905,2000s
False,/vmuQxo4PSdBRRuxBTTe2jCUhobQ.jpg,"[35, 10749]",10761,en,Made of Honor,"Tom and Hannah have been platonic friends for 10 years. He's a serial dater, while she wants marriage but hasn't found Mr. Right. Just as Tom is starting to think that he is relationship material after all, Hannah gets engaged. When she asks Tom to be her 'maid' of honor, he reluctantly agrees just so he can attempt to stop the wedding and woo her.",4.0946,/pDg8D0jNqmz7RbCBgblWvmPswHE.jpg,2008-04-30,Made of Honor,False,6.4,1743,2000s
False,/6z9w8eidKWDDXwZNSVNaRolAYEP.jpg,"[878, 28, 12, 53]",201,en,Star Trek: Nemesis,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",4.0724,/cldAwhvBmOv9jrd3bXWuqRHoXyq.jpg,2002-12-13,Star Trek: Nemesis,False,6.292,1519,2000s
False,/fCdc3TZNNHGk1ZQBXENdWLqjUio.jpg,"[9648, 878, 53]",8836,en,The X Files: I Want to Believe,Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.,4.0641,/3zQMhutUMJP6lK49x7i2YfsOHL9.jpg,2008-07-24,The X Files: I Want to Believe,False,5.845,1584,2000s
False,/teAcCOSN9wWDgePt4bRbzDK9oZF.jpg,"[27, 878, 53]",11683,en,Land of the Dead,"The living dead have taken over the world, and the remaining humans live in a walled city to protect themselves as they cope with the situation.",4.0443,/xxp0qcZ3n2YA53SIzWilDSfIaA4.jpg,2005-06-18,Land of the Dead,False,6.2,1692,2000s
False,/ll5ktqAG3EOlCS8bpyoC0kYSSe9.jpg,[35],9298,en,Ali G Indahouse,"Ali G unwittingly becomes a pawn in the evil Chancellor's plot to overthrow the Prime Minister of Great Britain. However, instead of bringing the Prime Minister down, Ali is embraced by the nation as the voice of youth and 'realness', making the Prime Minister and his government more popular than ever.",4.0418,/pjKvQrVpekshVM6DUDOt3ImhAVH.jpg,2002-03-21,Ali G Indahouse,False,6.054,1436,2000s
False,/f3cTz9cEPgrWWECMAGIYO9gRSLs.jpg,"[18, 10402]",10560,en,Center Stage,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,4.0367,/95Et0t08Nv6S8FD593HpXyvcRt8.jpg,2000-05-12,Center Stage,False,6.879,351,2000s
False,/opkt6IK1Os5gAwhlpu27bCZCk8K.jpg,"[878, 28, 9648, 18, 53]",8452,en,The 6th Day,"A world of the very near future in which cattle, fish, and even the family pet can be cloned. But cloning humans is illegal - that is until family man Adam Gibson comes home from work one day to find a clone has replaced him. Taken from his family and plunged into a sinister world he doesn't understand, Gibson must not only save himself from the assassins who must destroy him to protect their secret, but uncover who and what is behind the horrible things happening to him.",4.0341,/rODFJOFiPk1UVCe4pmBza8T6feO.jpg,2000-11-17,The 6th Day,False,5.997,2166,2000s
False,/cVJl7Cinopco6fkjEDzqefxQQUh.jpg,"[35, 18, 10751, 10749]",15648,en,The Perfect Man,"Holly is tired of moving every time her mom Jean breaks up with yet another second-rate guy. To distract her mother from her latest bad choice, Holly conceives the perfect plan for the perfect man, an imaginary secret admirer who will romance Jean and boost her self-esteem.",3.4477,/s1zaWMtjzw1hm5tPXm2GLFJaCfY.jpg,2005-06-17,The Perfect Man,False,6.14,802,2000s
False,/wwLufumafJojc59hgIamHyJSTO9.jpg,"[9648, 10749, 878]",1903,en,Vanilla Sky,"David Aames has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia, his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.",3.4433,/cAh2pCiNPftsY3aSqJuIOde7uWr.jpg,2001-12-14,Vanilla Sky,False,6.817,4461,2000s
False,/1gwPQcnfkMCnAlWauI934i7E3Pr.jpg,"[16, 35, 10751]",13931,en,Mike's New Car,"Mike discovers that being the top-ranking laugh collector at Monsters, Inc. has its benefits – in particular, earning enough money to buy a six-wheel-drive car that's loaded with gadgets. That new-car smell doesn't last long enough, however, as Sulley jump-starts an ill-fated road test that teaches Mike the true meaning of buyer's remorse.",3.4358,/npZIG1O3qqQ1TukLXPnx774zBfX.jpg,2002-05-24,Mike's New Car,False,6.879,725,2000s
False,/2Tppeo0byUyr24Mw8W0P9YY5mSj.jpg,"[10751, 35, 14]",26655,en,Like Mike 2: Streetball,Another young boy with 'hoop dreams' finds an old pair of Michael Jordan's sneakers and can suddenly play ball like the greatest player in the world.,3.4342,/fLeu6AQJHzG8sen2pja4qqceoij.jpg,2006-05-15,Like Mike 2: Streetball,False,5.5,109,2000s
False,/1pEMcogCLU2z9s3Vl10UUKswLLk.jpg,"[16, 35, 10751, 12, 18, 53]",17710,en,Hey Arnold! The Movie,Arnold and his friends must recover a stolen document in order to prevent the neighborhood from being bulldozed.,3.4322,/etxcq4qiFNi5p0q71APw8MNzPPT.jpg,2002-06-28,Hey Arnold! The Movie,False,6.5,367,2000s
False,/z5r8XnWFWTD0shvIlR9yCn85Lna.jpg,[35],11132,en,Confessions of a Teenage Drama Queen,"After moving to New Jersey, Lola bags a coveted role in a school play, which earns her the wrath of Carla, the most popular girl in school, who will do anything to ruin Lola's life.",3.4294,/3LUWyY3WXNDaezwbz69uB9qtVpk.jpg,2004-02-17,Confessions of a Teenage Drama Queen,False,5.715,936,2000s
False,/xXWT0je8dTFFNBq6P2CeTZkPUu2.jpg,"[12, 28, 53, 9648]",2059,en,National Treasure,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",3.4257,/pxL6E4GBOPUG6CdkO9cUQN5VMwI.jpg,2004-11-19,National Treasure,False,6.6,6638,2000s
False,/yoq6WVqA2kB8nDNG0xX16kPBvfB.jpg,"[28, 35, 27, 878, 53]",10829,en,Tremors 3: Back to Perfection,"Survivalist Burt Gummer returns home to Perfection, to find that the little town has been shaken up again by morphing, man-eating Graboids.",3.4235,/oIUpS670wQptYtEV907CHrtkNXB.jpg,2001-10-02,Tremors 3: Back to Perfection,False,5.809,677,2000s
False,/uKwQGbxSQ3VWfVRJWeZ7sNQlBJ5.jpg,"[53, 80, 9648]",11456,en,Domestic Disturbance,"Frank Morrison is a divorced father with a 12-year-old son, Danny. His ex-wife Susan and son Danny now live with Rick Barnes, Susan's new husband. Danny, who has a reputation for telling lies, accuses his stepfather of committing a murder. Initially, no one believes his accusations, but then Frank becomes convinced and is the only one who believes him. Now, the father Danny trusts must protect him from the stepfather he fears.",3.4215,/quRhjnXAuIn04VmgM84nmKzt79J.jpg,2001-10-28,Domestic Disturbance,False,5.8,453,2000s
False,/t98noANuotqXJgIcgm3MvcvJCNr.jpg,"[16, 35]",13376,en,Eight Crazy Nights,"Davey Stone, a 33-year old party animal, finds himself in trouble with the law after his wild ways go too far.",3.4163,/mSVaYWRiu3853nvHwybCJdq5k7b.jpg,2002-11-27,Eight Crazy Nights,False,5.2,352,2000s
False,/bDYeMDIKeetY6J3ZM6POwnf1xc7.jpg,"[35, 10749]",10521,en,Bride Wars,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,3.4136,/eyXT8tmUoyHrg7YX1UVjmecHCWP.jpg,2009-01-09,Bride Wars,False,6.3,3132,2000s
False,/bRCGGwV2tZXroKIsmNBjiMaWQIw.jpg,[35],10759,en,The Comebacks,"Out-of-luck coach Lambeau Fields takes a rag-tag bunch of college misfits and drives them towards the football championships. In the process, this life-long loser discovers that he is a winner after all by redeeming himself, saving his relationship with his family and friends, and finding that there is indeed, no ""I"" in ""team""!",3.4124,/eY9cDrjSIzsLeMpMRJ0b6dm4oDB.jpg,2007-10-19,The Comebacks,False,4.8,158,2000s
False,/4telFYUn73bXqLL5JRv6jolySj7.jpg,"[14, 28]",9480,en,Daredevil,A man blinded in a childhood accident fights crime using his superhumanly-elevated remaining senses.,3.4043,/oCDBwSkntYamuw8VJIxMRCtDBmi.jpg,2003-02-14,Daredevil,False,5.3,5321,2000s
False,/jwRcMJ84Ga4zZtoTZG64sIQCsCG.jpg,"[10751, 35, 18]",19724,en,Imagine That,"A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await.",3.4001,/lyCTP5C3raH46hJNS9WfBSnWHsG.jpg,2009-06-19,Imagine That,False,6.0,585,2000s
False,/tBLg1E9bQa7drOFZqQQLoNFfHqd.jpg,"[35, 18, 10751, 14, 10749]",10025,en,Just My Luck,"Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.",3.3935,/A3Axi7gWVdkD1i7ScqMCN1fhyGc.jpg,2006-05-12,Just My Luck,False,6.166,1971,2000s
False,/455z1puGQRuMKumAaDttSEEzqg1.jpg,"[53, 28, 18]",4614,en,The Sum of All Fears,"When the president of Russia suddenly dies, a man whose politics are virtually unknown succeeds him. The change in political leaders sparks paranoia among American CIA officials, so CIA director Bill Cabot recruits a young analyst to supply insight and advice on the situation. Then the unthinkable happens: a nuclear bomb explodes in a U.S. city, and America is quick to blame the Russians.",3.3923,/3E4LW4bjRhEMDeeXeIsmkJ94v8K.jpg,2002-05-31,The Sum of All Fears,False,6.4,1859,2000s
False,/qPNoCO4aEpKiXopvJ0qH2HHjvLz.jpg,"[27, 9648, 53]",28355,en,Case 39,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",3.3818,/b16EjFeHd2AwoYXWUne7DA346pU.jpg,2009-08-13,Case 39,False,6.3,2324,2000s
False,/m9ELo5SDNZvp7CGbSVIMYBeY8wl.jpg,"[878, 18, 9648]",167,en,K-PAX,"Prot is a patient at a mental hospital who claims to be from a far away planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",3.3757,/tafXZX0I6rso7EyoEzfygfTqxq6.jpg,2001-10-26,K-PAX,False,7.202,2610,2000s
False,/rgImWBvvXCGTl4mNJ3L5960svfV.jpg,[35],10710,en,Envy,A man becomes increasingly jealous of his friend's newfound success.,3.3694,/RMaKg5mVnGVI0z3SvIgS7hYPUt.jpg,2004-04-30,Envy,False,4.855,534,2000s
False,,[99],447399,en,X-Men: The Mutant Watch,"While Senator Kelly addresses a senate committee about the supposed mutant menace, we learn about the making of the movie, X-Men.",3.3571,/vF02RqXLgtmpJM5CRLSuvN3fVHi.jpg,2000-07-02,X-Men: The Mutant Watch,False,6.983,232,2000s
False,/ziINAUKAi1W74PffqDdBPk9E62l.jpg,"[35, 10751]",34549,en,Max Keeble's Big Move,"Max Keeble, the victim of his 7th grade class, plots revenge when he learns he's moving; it backfires when he doesn't move after all.",3.3476,/eJ4olY0dZMC1MfMhRkLOWisWYtu.jpg,2001-10-05,Max Keeble's Big Move,False,5.8,161,2000s
False,/uQVXQ7VI0jbLDo5QwGGyLQUd1so.jpg,"[35, 878, 28]",9397,en,Evolution,"A comedy that follows the chaos that ensues when a meteor hits the Earth carrying alien life forms that give new meaning to the term ""survival of the fittest."" David Duchovny, Orlando Jones, Seann William Scott, and Julianne Moore are the only people standing between the aliens and world domination... which could be bad news for the Earth.",3.3468,/dwIrP544LxJtXToLpzkEa08pIMm.jpg,2001-06-08,Evolution,False,6.102,2378,2000s
False,/mVwHzPqOi5QlviMSDsOy0nEyicI.jpg,"[35, 18]",9310,en,American Dreamz,"The new season of ""American Dreamz,"" the wildly popular television singing contest, has captured the country's attention, as the competition looks to be between a young Midwestern gal and a showtunes-loving young man from Orange County. Recently awakened President Staton even wants in on the craze, as he signs up for the potential explosive season finale.",3.3455,/qwRbRvfJR7jjsaGfS741Tl3DRr7.jpg,2006-03-04,American Dreamz,False,5.0,308,2000s
False,/wUFgVDjkSlUwX6ehWhOsy6JSnCx.jpg,"[10751, 16, 35, 14]",13682,en,Pooh's Heffalump Movie,"Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh, Rabbit, Tigger, Eeyore, Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case, this unusual road trip opens their eyes to so much more than just the creature they're seeking.",3.3292,/5kd5JqccroxOnC9sVMP5NtLrbkr.jpg,2005-02-11,Pooh's Heffalump Movie,False,6.8,479,2000s
False,/nCzfXkipK6LCg9JAPkrYw2QA0GO.jpg,[18],15487,en,The Greatest Game Ever Played,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",3.3287,/kh4vd6wKa6j9xVFzxhQrsT0p2YN.jpg,2005-09-30,The Greatest Game Ever Played,False,7.307,517,2000s
False,/3qxj5PFU2rbvaryLfBnpCJfkXcQ.jpg,"[12, 16, 18, 10751]",24102,en,The Land Before Time VII: The Stone of Cold Fire,"Littlefoot and his pals set off in search of a ""stone of cold fire"" that fell from the night sky. Since he's the only one who has seen it though, nobody really believes him. Petrie's uncle Pterano offers support only because he thinks the stone has secret powers and wants it for himself but conceals this from the rest. The young dinos must figure out the truth, before Pterano gets the power.",3.3228,/waUASz6cHXXDVIUomIIwqsGGjzM.jpg,2000-12-05,The Land Before Time VII: The Stone of Cold Fire,False,6.2,275,2000s
False,/c9yWoqYOB0dA10CpsdEr5i9vK3R.jpg,"[10751, 16, 12]",25913,en,Balto: Wolf Quest,Balto and his daughter Aleu embark on a journey of adventure and self discovery.,3.2972,/dZ958HnW3JO2pEZeedjmoZCV8Rn.jpg,2002-04-30,Balto: Wolf Quest,False,6.3,548,2000s
False,/uaTVgIzIn02wd1SBTDXouGTpiIG.jpg,"[14, 35, 10749]",1636,en,Bedazzled,"Elliot Richards, a socially awkward IT worker, is given seven wishes to get the girl of his dreams when he meets a very seductive Satan. The catch: his soul. Some of his wishes include being a 7 foot basketball star, a wealthy, powerful man, and a sensitive caring guy. But, as could be expected, the Devil puts her own little twist on each of his fantasies.",3.2966,/sBV28EVvWsJRosMsEFCbVmpAZEl.jpg,2000-10-19,Bedazzled,False,6.1,2020,2000s
False,/h6D695KwxdjFWteDwZ6LHOfICr6.jpg,"[35, 10749]",2018,en,The Wedding Planner,"San Francisco's premiere wedding planner, Mary Fiore is rescued from an accident by the man of her dreams, pediatrician Steve Edison, only to find he is the fiancé of her latest client. As Mary continues making their wedding arrangements, she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction.",3.2957,/2dMX1NIgT4JEHqck5eflp6tRaCc.jpg,2001-01-26,The Wedding Planner,False,5.927,1766,2000s
False,/mqAuLsN6oOme6lSKoTb6yyP4U8E.jpg,"[10402, 99]",13576,en,This Is It,"A compilation of interviews, rehearsals and backstage footage of Michael Jackson as he prepared for his series of sold-out shows in London.",3.293,/8GvQzHFSqr9KhyVxLEpB5dXPOWG.jpg,2009-10-28,This Is It,False,7.202,956,2000s
False,/2b3PSB97qrxQduzquYihf7u3uwV.jpg,"[28, 12, 37]",1656,en,The Legend of Zorro,"Despite trying to keep his swashbuckling to a minimum, a threat to California's pending statehood causes the adventure-loving Don Alejandro de la Vega and his wife, Elena, to take action.",3.2921,/duZDsuIA2uX93Vujtm89oHeTFqE.jpg,2005-10-24,The Legend of Zorro,False,6.1,3003,2000s
False,/A7DkuH1XcN9DKITdVdpRIwh7aVN.jpg,"[10751, 35, 18]",17880,en,Because of Winn-Dixie,"A girl, abandoned by her mother when she was three, moves to a small town in Florida with her father. There, she adopts an orphaned dog she names Winn-Dixie. The bond between the girl and her special companion brings together the people in a small Florida town and heals her own troubled relationship with her father.",3.281,/k2zDrIqMFi8944h3BbBAQfsBn9h.jpg,2005-02-18,Because of Winn-Dixie,False,6.455,243,2000s
False,/euVuflyoWzpaLGOBHZhxwGgldNX.jpg,"[10752, 18]",10479,en,Rules of Engagement,A Marine Colonel is brought to court-martial after ordering his men to fire on demonstrators surrounding the American embassy in Yemen.,3.2794,/38iMM0sHOqNz315ApF9bEjT4rFA.jpg,2000-04-07,Rules of Engagement,False,6.26,759,2000s
False,/5XGowRF3HuIN8WfGSV2iRaYW4gZ.jpg,"[18, 35, 10749]",245,en,About a Boy,"Will Freeman is a good-looking, smooth-talking bachelor whose primary goal in life is avoiding any kind of responsibility. But when he invents an imaginary son in order to meet attractive single moms, Will gets a hilarious lesson about life from a bright, but hopelessly geeky 12-year-old named Marcus. Now, as Will struggles to teach Marcus the art of being cool, Marcus teaches Will that you're never too old to grow up.",3.2757,/optezspqJjHI9WyC8brY96zbcdt.jpg,2002-04-26,About a Boy,False,6.7,2316,2000s
False,/pNvizkoaO5WR8NJR0TqIVNGYnF8.jpg,"[10751, 35]",13955,en,Beethoven's Big Break,"Eddie, a struggling animal trainer and single dad suddenly finds himself the personal wrangler for a large and lovable St. Bernard whose fabulous movie ""audition"" catapults the dog to stardom. However, a trio of unscrupulous ne'er-do-wells have plans to kidnap the famous dog and hold him for ransom.",3.2722,/n6BFaobIdGWQhYI1uiq9gmY4FBq.jpg,2008-11-30,Beethoven's Big Break,False,5.2,159,2000s
False,/ykE7sbGKNkOfzKqVYIWUvo40hFD.jpg,"[35, 10751, 10749]",889,en,The Flintstones in Viva Rock Vegas,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?",3.2632,/qTcf60dqziF7xU2amxIIsvrnkTl.jpg,2000-04-28,The Flintstones in Viva Rock Vegas,False,4.773,786,2000s
False,/4QwtFTo7e8pfh0HCklVng5xun3y.jpg,"[27, 9648]",11096,en,Hide and Seek,"David Callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, Emily on his own. David is at first amused to discover that Emily has created an imaginary friend named 'Charlie', but it isn't long before 'Charlie' develops a sinister and violent side, and as David struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'Charlie' isn't just a figment of Emily's imagination.",3.2594,/orY4PX3TNFdCbdVwhKY32UKMvoA.jpg,2005-01-27,Hide and Seek,False,6.33,1655,2000s
False,/6o8y8fNo6eIgmS2jRux150LQwwj.jpg,"[28, 35]",19419,en,Screwed,"A chauffeur kidnaps his rich boss's dog to hold it for ransom, but when she accidentally gets the dog back, she thinks that it's the chauffeur who's been kidnapped.",3.2332,/m6FfMbH1ga1Kp5QI9Nm0ETOIG64.jpg,2000-05-12,Screwed,False,5.5,104,2000s
False,/rn2EB8kitYpAhCrZR2rXePyZJ7j.jpg,"[18, 10752]",10687,en,Tigerland,"A group of recruits go through Advanced Infantry Training at Fort Polk, Louisiana's infamous Tigerland, last stop before Vietnam for tens of thousands of young men in 1971.",3.2266,/pnFdCvxxL44sPLkKEIJCUaIZa7M.jpg,2000-10-06,Tigerland,False,6.604,589,2000s
False,/qzmCz3tK2v5BFLQYgbQVGmTI3YD.jpg,"[53, 28, 18]",4349,en,The Kingdom,A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.,3.2027,/8CSiRnMRLuKT58JiOGzQ7p1oa1b.jpg,2007-08-22,The Kingdom,False,6.723,1749,2000s
False,/tGt5ETwHMywbmq7Kp30bElC0fuS.jpg,"[12, 28, 10749]",11370,en,The Musketeer,Young D'Artagnan seeks to join the legendary musketeer brigade and avenge his father's death - but he finds that the musketeers have been disbanded.,2.7466,/oaKp6HZQDTtCOwn4JGi2Mh7Ep95.jpg,2001-09-07,The Musketeer,False,5.229,238,2000s
False,/4FmtbkjHHdZRlsaceN8JeFQ8nE3.jpg,"[35, 18, 10751, 10749]",12689,en,"Angus, Thongs and Perfect Snogging","Georgia Nicolson is fourteen, lives with nosey parents who don't understand her, an annoying three year old sister and has to wear a beret to school. She would, however, rather be blonde, have a smaller nose and a boyfriend. Revolving around her hilarious journal entries, prepare to be engulfed in the world of the soaring joys and bottomless angst of being a teenager.",2.7119,/3WLMr49X84qGiFn1pkCyhS5SEBZ.jpg,2008-07-25,"Angus, Thongs and Perfect Snogging",False,6.5,821,2000s
False,/bH1bhjn37uA1zOPvyHbzJSvza7v.jpg,"[878, 28, 12]",8373,en,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",2.7094,/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg,2009-06-19,Transformers: Revenge of the Fallen,False,6.21,8924,2000s
False,/vBVRgryngFoqHazyLqFca6xNTeB.jpg,"[35, 14, 10749]",9722,en,Bewitched,"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic show ""Bewitched"".",2.695,/8lx4EXmAZo8ogh4128UBZRQfCjI.jpg,2005-06-21,Bewitched,False,5.1,1609,2000s
False,/sGDXh6QU6CRqHVXfoYOBwqEnBVO.jpg,"[28, 36, 10752]",10590,en,We Were Soldiers,The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.,2.6902,/rpAMFrHHqpRCPbrBvYV9HHaVNB8.jpg,2002-03-01,We Were Soldiers,False,7.142,2174,2000s
False,/efBP1knbiG3zGM6apxsURKSNT0I.jpg,"[18, 10749]",25643,en,Love Happens,"Dr. Burke Ryan is a successful self-help author and motivational speaker with a secret. While he helps thousands of people cope with tragedy and personal loss, he secretly is unable to overcome the death of his late wife. It's not until Burke meets a fiercely independent florist named Eloise that he is forced to face his past and overcome his demons.",2.6875,/ijRJlhAZ7QMkTIVAUkIY8stWfk1.jpg,2009-09-18,Love Happens,False,5.835,697,2000s
False,/urEAbS3EmdH259mLcwWAZLAjMRy.jpg,"[10749, 35]",1257,en,Because I Said So,"In an effort to prevent family history from repeating itself, meddlesome mom Daphne Wilder attempts to set up her youngest daughter, Milly, with Mr. Right. Meanwhile, her other daughters try to keep their mom's good intentions under control.",2.6862,/wQtGQnr5RPnmzSfV9zUcgh8R9NX.jpg,2007-02-02,Because I Said So,False,5.87,657,2000s
False,/xNGXQqDcMCNXJKfbIpks0qdJakk.jpg,"[12, 28, 35, 53]",10159,en,The Rundown,"When Travis, the mouthy son of a criminal, disappears in the Amazon in search of a treasured artifact, his father sends in Beck, who becomes Travis's rival for the affections of Mariana, a mysterious Brazilian woman. With his steely disposition, Beck is a man of few words -- but it takes him all the discipline he can muster to work with Travis to nab a tyrant who's after the same treasure.",2.6861,/dJX06UwlLIwbLLt9UQ6DlkHF4jz.jpg,2003-09-26,The Rundown,False,6.448,2097,2000s
False,/8PU4tUGUdrKujKwkUkw3M9ZrAaw.jpg,[35],9899,en,The Producers,"Broadway producer Max Bialystock and his accountant, Leo Bloom plan to make money by charming wealthy old biddies to invest in a production many times over the actual cost, and then put on a sure-fire flop, so nobody will ask for their money back – and what can be a more certain flop than a tasteless musical celebrating Hitler.",2.6809,/nG0Bix2SH2SQcbAIGhb6yqTG5UH.jpg,2005-12-25,The Producers,False,6.145,493,2000s
False,/lzWnfs5cR7JYjP7zrvNdD4hxrCz.jpg,[35],16888,en,The Ladies Man,"Because of his salacious language, late-night radio advice-show host Leon Phelps, along with his sweet and loyal producer Julie, is fired from his Chicago gig. Leon gets a letter from a former lover promising a life of wealth, but he doesn't know who she is. Can Leon find his secret sugar-mama? What about Julie?",2.6703,/kKMhGSwydCVjrOWwggDlSvcgzCl.jpg,2000-10-13,The Ladies Man,False,5.338,145,2000s
False,/nl5qDEJSTe4iO9VlhLhYJxKhbOI.jpg,"[12, 18, 14, 10751, 53]",2274,en,The Seeker: The Dark Is Rising,A boy's life is turned upside down when he learns that he is the last of a group of immortal warriors who have dedicated their lives to fighting the forces of the dark.,2.6703,/65oKWdrQRwtkOolnCQMUQkvUryS.jpg,2007-10-05,The Seeker: The Dark Is Rising,False,5.4,432,2000s
False,/9K1y8HCokYpuU92jKauiFwu0y7P.jpg,"[10751, 12, 16, 35, 14]",17711,en,The Adventures of Rocky & Bullwinkle,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc.",2.67,/xCFSsftt2rglC81I6QLWcZSTCBM.jpg,2000-06-30,The Adventures of Rocky & Bullwinkle,False,4.3,385,2000s
